review_id,date,rating,review_text,platform,app_version,country,city,device,user_segment,subscription_tier,customer_tenure_months,acquisition_channel,language,support_ticket_created,verified_user
REV-004596,2026-06-21,4,excellent service and reliable transfers. Please fix this.,Android,3.4.0,India,Bengaluru,Samsung Galaxy A54,New User,Free,3.0,Social,English,False,True
REV-004597,2025-12-15,3,selfie verification is not working,iOS,3.2.1,Australia,Sydney,iPhone 14,Returning User,Free,16.0,Paid Search,English,False,True
REV-004598,2025-09-10,1,"Since yesterday, the update installation keeps failing. This happened while paying a bill. Also, excellent service and reliable transfers. Kindly check asap.",Android,3.1.0,Australia,Sydney,Xiaomi Redmi Note 13,Returning User,Free,9.0,Organic,English,False,False
REV-004599,2025-11-17,3,"On my account, the refund arrived much faster than expected.",iOS,3.2.0,United Kingdom,Manchester,iPhone SE,Student,Free,10.0,Campus Campaign,English,False,True
REV-004600,2025-12-06,5,"support fixed the issue but the slow response was frustrating. I tried twice on Wi-Fi and mobile data. Also, the latest version feels smooth and easy to use. Need a reliable solution.",iOS,3.2.1,India,Mumbai,iPhone 15 Pro,Returning User,Free,4.0,Social,English,False,True
REV-004601,2026-02-20,4,"Honestly, there is lag during payment. It worked fine last week. Also, the refund arrived much faster than expected. Need a reliable solution. veryyy slow",iOS,3.2.2,India,Bhopal,iPhone 13,Student,Free,12.0,Social,Informal English,False,True
REV-004602,2026-05-25,5,"EXCELLENT SERVICE AND RELIABLE TRANSFERS. THIS IS ESPECIALLY FRUSTRATING ON A PAID PLAN. ALSO, THERE ARE TOO MANY PROMOTIONAL ALERTS. HOPE THE NEXT UPDATE RESOLVES IT.",Android,3.4.0,India,Pune,Samsung Galaxy S23,Power User,Premium,17.0,Organic,Informal English,False,True
REV-004603,2026-06-24,5,checkout failed during bill payment,iOS,3.4.0,India,Bengaluru,iPhone 15 Pro,Student,Premium,10.0,Social,English,False,True
REV-004604,2026-02-28,1,"Honestly, the refund delayed again. Please fix this.",iOS,3.2.2,India,Bhopal,iPhone 13,Student,Free,14.0,Campus Campaign,English,True,True
REV-004605,2026-03-09,4,"For the last few days, support fixed the issue but the slow response was frustrating. It worked fine last week. Also, the latest version feels smooth and easy to use.",Android,3.3.0,United Kingdom,London,Samsung Galaxy A54,Small Business,Free,47.0,Business Sales,English,False,True
REV-004606,2025-11-13,2,"After the latest update, my card freeze button not working. Hope the next update resolves it.",iOS,3.2.0,United Arab Emirates,Abu Dhabi,iPhone 15,Returning User,Free,18.0,Paid Search,English,True,True
REV-004607,2026-05-01,2,"Honestly, Please add PDF statements. Need a reliable solution.",Android,3.4.0,India,Pune,OnePlus Nord,Power User,Premium,44.0,Partnership,English,True,True
REV-004608,2025-09-25,1,the update installation keeps failing,Android,3.1.0,India,Kolkata,Samsung Galaxy S23,New User,Free,3.0,Social,English,False,True
REV-004609,2025-08-12,4,"Since yesterday, excellent service and reliable transfers. Hope the next update resolves it.",Web,3.0.1,United States,San Francisco,Firefox on Linux,Student,Free,2.0,Referral,English,False,True
REV-004610,2026-06-18,4,"On my account, onboarding was simple. Please fix this.",iOS,3.4.0,India,Chennai,iPhone 13,New User,Free,0.0,Paid Search,English,False,True
REV-004611,2026-05-04,4,"On my account, the latest version feels smooth and easy to use. Kindly check asap.",Android,3.4.0,India,Pune,Xiaomi Redmi Note 13,Power User,Premium,18.0,Organic,English,True,True
REV-004612,2025-11-04,5,"For the last few days, the refund arrived much faster than expected. Hope the next update resolves it.",Android,3.2.0,Australia,Sydney,OnePlus Nord,Returning User,Premium,13.0,Organic,English,False,True
REV-004613,2026-03-05,3,payment pending hai aur money deducted,iOS,3.3.0,India,Kolkata,iPhone 14,Small Business,Business,36.0,Business Sales,Hinglish,False,True
REV-004614,2025-12-23,4,"Since yesterday, charges bahut high hain for this transfer. This should be clearer.",Web,3.2.1,India,Ahmedabad,Firefox on Linux,Small Business,Premium,18.0,Partnership,Hinglish,False,True
REV-004615,2025-11-13,5,"Honestly, support ka reply late mila. Kindly check asap.",Android,3.2.0,India,Pune,Samsung Galaxy S23,Returning User,Premium,11.0,Organic,Hinglish,False,True
REV-004616,2025-10-27,1,"Since yesterday, an unrecognized transaction appeared. Please fix this.",Android,3.1.1,Australia,Melbourne,Google Pixel 8,Returning User,Free,18.0,Social,English,False,True
REV-004617,2025-08-24,4,the session expiry happens too quickly,Android,3.0.1,India,Mumbai,Xiaomi Redmi Note 13,Student,Free,9.0,Social,English,True,True
REV-004618,2026-01-23,5,It would be better if you added home-screen widgets,Web,3.2.2,United Arab Emirates,Abu Dhabi,Edge on Windows,New User,Free,3.0,Paid Search,English,False,True
REV-004619,2025-12-18,3,"For the last few days, battery drain is much worse now. Need a reliable solution.",Web,3.2.1,India,Pune,Safari on macOS,New User,Free,0.0,Referral,English,False,True
REV-004620,2026-01-08,4,"For the last few days, Add support for PDF statements. Need a reliable solution.",iOS,3.2.1,Australia,Sydney,iPhone 15,Power User,Premium,40.0,Referral,English,True,True
REV-004621,2025-09-24,4,"Since yesterday, It would be better if you added PDF statements. The rest of the app is useful. Also, transaction alerts are useful. Please fix this.",Web,3.1.0,United Kingdom,Manchester,Chrome on Windows,Returning User,Free,4.0,Referral,English,False,True
REV-004622,2026-06-02,5,app baar baar crash ho rahi hai after update,Web,3.4.0,India,Mumbai,Firefox on Linux,Small Business,Business,26.0,Partnership,Hinglish,False,True
REV-004623,2026-02-25,3,there are too many promotional alerts,Android,3.2.2,United States,New York,Samsung Galaxy A54,Returning User,Free,7.0,Organic,Informal English,False,True
REV-004624,2026-05-15,2,,Android,3.4.0,India,Delhi,Nothing Phone 2,Student,Free,8.0,Social,English,False,True
REV-004625,2025-08-13,5,"On my account, OTP nahi aa raha, cannot log in. Please fix this.",Android,3.0.1,India,Bengaluru,Samsung Galaxy S23,Returning User,Free,22.0,Organic,Hinglish,False,True
REV-004626,2026-02-20,5,I noticed that excellent service and reliable transfers. Please fix this. 🙏,Android,3.2.2,India,Bengaluru,Samsung Galaxy A54,Returning User,Free,22.0,Organic,Informal English,False,True
REV-004627,2026-04-29,4,"Honestly, the screen goes blank after the latest update. Need a reliable solution.",Android,3.3.1,India,Chennai,Samsung Galaxy A54,Power User,Premium,38.0,Organic,English,False,True
REV-004628,2025-11-17,4,"Since yesterday, I cannot track the replacement card.",Android,3.2.0,India,Pune,Xiaomi Redmi Note 13,Power User,Premium,25.0,Partnership,English,False,True
REV-004629,2025-09-16,3,card issue controls are not working,Android,3.1.0,Australia,Melbourne,OnePlus 12,New User,Free,1.0,Referral,English,False,
REV-004630,2025-10-16,2,"After the latest update, document upload has a UI bug. This happened while paying a bill. Also, support fixed my issue quickly. Please fix this.",Android,3.1.1,United Kingdom,London,OnePlus Nord,Power User,Free,47.0,Organic,English,False,True
REV-004631,2025-10-20,4,"Honestly, Please add home-screen widgets.",Android,3.1.1,Australia,Sydney,Motorola Edge,Power User,Free,27.0,Organic,English,False,True
REV-004632,2025-12-18,2,"On my account, this duplicate charge looks like fraud. Also, excellent service and reliable transfers. This should be clearer.",Android,3.2.1,United States,San Francisco,Nothing Phone 2,Returning User,Free,22.0,Organic,English,True,True
REV-004633,2025-11-14,1,an unrecognized transaction appeared,Android,3.2.0,India,Kolkata,Xiaomi Redmi Note 13,Small Business,Business,41.0,Business Sales,English,True,True
REV-004634,2025-10-20,3,Can you add home-screen widgets.,Android,3.1.1,United States,San Francisco,Nothing Phone 2,Returning User,Free,5.0,Paid Search,English,False,True
REV-004635,2026-02-27,2,the payment notification arrived late,Web,3.2.2,India,Bengaluru,Edge on Windows,Power User,Free,40.0,Organic,English,False,True
REV-004636,2025-07-22,1,"Honestly, the app freeze happens after login.",iOS,3.0.0,United States,San Francisco,iPhone 15,Returning User,Free,17.0,Organic,English,False,True
REV-004637,2025-11-20,2,"After the latest update, a cancellation fee appeared without warning. Please fix this.",iOS,3.2.0,Singapore,Singapore,iPhone 15,Small Business,Premium,17.0,Organic,English,True,True
REV-004638,2026-03-07,2,"Since yesterday, the hidden charge was not shown earlier. This should be clearer.",Android,3.3.0,India,Ahmedabad,Google Pixel 8,Student,Free,12.0,Campus Campaign,English,True,True
REV-004639,2025-09-08,4,I noticed that the app freeze happens after login. Kindly check asap. 👍,iOS,3.1.0,Australia,Melbourne,iPhone 15 Pro,Returning User,Free,15.0,Referral,English,False,True
REV-004640,2025-09-26,4,"After the latest update, Can you add home-screen widgets. Also, excellent service and reliable transfers. Kindly check asap. veryyy slow",iOS,3.1.0,India,Jaipur,iPhone 15 Pro,Student,Free,2.0,Referral,Informal English,False,True
REV-004641,2025-09-18,5,"After the latest update, charges bahut high hain for this transfer. Hope the next update resolves it.",Web,3.1.0,United Kingdom,London,Chrome on Windows,Returning User,Free,13.0,Referral,Hinglish,False,True
REV-004642,2025-07-01,4,"Since yesterday, the latest version feels smooth and easy to use. Hope the next update resolves it.",iOS,3.0.0,India,Delhi,iPhone SE,Power User,Free,21.0,Referral,English,False,True
REV-004643,2025-12-25,2,"Honestly, support did not reply for three days. Hope the next update resolves it.",Android,3.2.1,United Arab Emirates,Dubai,OnePlus 12,Returning User,Free,6.0,Organic,English,False,True
REV-004644,2025-07-17,1,"For the last few days, the app is slow when the dashboard loads. Hope the next update resolves it.",Android,3.0.0,India,Kolkata,Motorola Edge,Student,Free,3.0,Campus Campaign,English,False,True
REV-004645,2025-10-20,1,tracking is inaccurate for the card delivery. Hope the next update resolves it.,Android,3.1.1,United States,New York,Google Pixel 8,Returning User,Free,4.0,Organic,English,False,True
REV-004646,2026-06-28,5,"On my account, Feature request: please add CSV export for transactions. Hope the next update resolves it.",Android,3.4.0,India,Hyderabad,Motorola Edge,Small Business,Business,20.0,Partnership,English,True,True
REV-004647,2026-05-23,5,"On my account, payments are fast and reliable now. Please fix this.",iOS,3.4.0,United Kingdom,Manchester,iPhone 15,New User,Free,0.0,Organic,English,False,True
REV-004648,2025-09-24,4,"On my account, an unrecognized transaction appeared. This happened while paying a bill. Also, onboarding was simple. This should be clearer.",Android,3.1.0,United States,New York,Nothing Phone 2,Small Business,Free,20.0,Business Sales,English,True,True
REV-004649,2025-11-07,5,"On my account, I cannot track the replacement card. Hope the next update resolves it.",Android,3.2.0,Singapore,,Nothing Phone 2,Returning User,Free,23.0,Referral,English,False,True
REV-004650,2025-12-22,2,"After the latest update, card issue controls are not working. This is especially frustrating on a paid plan. Also, transaction alerts are useful. This should be clearer.",iOS,3.2.1,India,Jaipur,iPhone 14,Returning User,Business,12.0,Organic,English,True,True
REV-004651,2026-04-28,1,"Since yesterday, there is an unexpected charge on my statement. Kindly check asap.",Android,3.3.1,India,Ahmedabad,Samsung Galaxy S23,Student,Free,10.0,Campus Campaign,English,False,True
REV-004652,2026-04-10,1,I need help because this looks like a scam. Kindly check asap.,iOS,3.3.1,United States,San Francisco,iPhone SE,Student,Free,12.0,Social,English,False,True
REV-004653,2025-08-20,5,"On my account, Please add multi-currency wallet support. Kindly check asap...",Android,3.0.1,India,Mumbai,Xiaomi Redmi Note 13,Power User,Free,25.0,Organic,Informal English,False,True
REV-004654,2025-08-19,4,"On my account, app baar baar crash ho rahi hai after update.",iOS,3.0.1,India,Pune,iPhone 13,Returning User,Premium,10.0,Referral,Hinglish,False,True
REV-004655,2025-12-10,5,the refund arrived much faster than expected. Need a reliable solution.,Android,3.2.1,Australia,Melbourne,Google Pixel 8,Student,Free,10.0,Organic,English,False,True
REV-004656,2026-05-06,5,I noticed that transaction alerts are useful. Need a reliable solution.,Android,3.4.0,India,Bengaluru,OnePlus Nord,New User,Free,1.0,Organic,English,False,True
REV-004657,2026-05-09,1,"Honestly, the app is slow when the dashboard loads. It worked fine last week. Also, the refund arrived much faster than expected. This should be clearer.",iOS,3.4.0,India,Ahmedabad,iPhone 13,Power User,Premium,22.0,Organic,English,True,True
REV-004658,2025-08-13,3,I noticed that I cannot cancel the transfer!!,iOS,3.0.1,India,Mumbai,iPhone SE,Small Business,Business,14.0,Business Sales,English,True,True
REV-004659,2026-02-02,1,the ticket was closed before resolution,Android,3.2.2,India,Ahmedabad,Motorola Edge,Returning User,Premium,16.0,Organic,English,False,True
REV-004660,2025-08-31,3,"Since yesterday, the QR payment failed at checkout. Need a reliable solution.",iOS,3.0.1,India,Kolkata,iPhone 13,Small Business,Free,47.0,Business Sales,English,False,False
REV-004661,2026-03-06,4,"For the last few days, merchant payment took hours to confirm. Please fix this.",iOS,3.3.0,India,Hyderabad,iPhone 13,Power User,Premium,42.0,Organic,English,False,True
REV-004662,2026-05-22,1,"Honestly, international conversion fee is excessive. This is especially frustrating on a paid plan. Also, the latest version feels smooth and easy to use. Need a reliable solution.",Android,3.4.0,India,Mumbai,OnePlus Nord,Student,Free,6.0,Referral,English,True,True
REV-004663,2025-12-20,1,"Since yesterday, the app crashes on startup. Hope the next update resolves it.",Android,3.2.1,United Kingdom,Manchester,Nothing Phone 2,Power User,Free,33.0,Organic,English,True,True
REV-004664,2025-08-03,2,"After the latest update, subscription pricing is unclear. Hope the next update resolves it.",Android,3.0.1,India,Hyderabad,Nothing Phone 2,Returning User,Free,4.0,Organic,English,False,True
REV-004665,2026-02-03,3,FEATURE REQUEST: PLEASE ADD CSV EXPORT FOR TRANSACTIONS,iOS,3.2.2,India,Ahmedabad,iPhone 13,New User,Free,0.0,Paid Search,English,False,True
REV-004666,2025-12-09,5,"Honestly, this duplicate charge looks like fraud. Kindly check asap.",iOS,3.2.1,India,Pune,iPhone 13,Returning User,Free,19.0,Paid Search,English,True,True
REV-004667,2026-04-14,2,"Honestly, transaction status not updating. Please fix this.",Web,3.3.1,India,Mumbai,Edge on Windows,Small Business,Business,30.0,Partnership,English,False,True
REV-004668,2025-11-20,2,"FOR THE LAST FEW DAYS, I WAS CHARGED TWICE FOR ONE PAYMENT. THIS SHOULD BE CLEARER.",Android,3.2.0,India,Bengaluru,Nothing Phone 2,Student,Free,10.0,Referral,Informal English,False,True
REV-004669,2026-05-07,2,I noticed that payments are fast and reliable now. This should be clearer.,iOS,3.4.0,India,Bhopal,iPhone 15 Pro,New User,Free,3.0,Referral,English,False,False
REV-004670,2025-10-21,5,"On my account, this duplicate charge looks like fraud. This happened while paying a bill. Also, excellent service and reliable transfers. Please fix this.",Android,3.1.1,India,Jaipur,Google Pixel 8,Student,Free,14.0,Campus Campaign,English,False,True
REV-004671,2025-09-01,3,merchant payment took hours to confirm,Web,3.1.0,India,Chennai,Chrome on Windows,Small Business,Business,19.0,Business Sales,English,True,True
REV-004672,2025-11-06,2,"Honestly, the app crash opens transaction history.",iOS,3.2.0,India,Ahmedabad,iPhone 13,Returning User,Free,17.0,Referral,English,False,True
REV-004673,2025-07-15,1,"Honestly, profile details cannot be edited. Need a reliable solution.",Web,3.0.0,United Arab Emirates,Abu Dhabi,Chrome on Windows,New User,Free,3.0,Referral,English,True,True
REV-004674,2025-10-24,1,"Since yesterday, the QR payment failed at checkout. It worked fine last week. Also, the refund arrived much faster than expected. This should be clearer.",Android,3.1.1,Australia,Melbourne,OnePlus 12,New User,Free,0.0,Referral,English,False,True
REV-004675,2026-03-02,2,"Honestly, I was charged twice for one payment. Need a reliable solution.",Android,3.3.0,India,Pune,OnePlus Nord,Returning User,Free,10.0,Referral,English,True,True
REV-004676,2025-08-26,3,"For the last few days, payment pending hai aur money deducted. Hope the next update resolves it.",Android,3.0.1,India,Ahmedabad,Samsung Galaxy A54,Returning User,Free,11.0,Referral,Hinglish,True,True
REV-004677,2025-08-14,4,"For the last few days, the latest version feels smooth and easy to use. Also, the payment notification arrived late.",iOS,3.0.1,India,Hyderabad,iPhone 15 Pro,Power User,Premium,31.0,Organic,English,False,
REV-004678,2025-08-22,5,"Honestly, OTP not received so I cannot log in. Kindly check asap.",iOS,3.0.1,United States,New York,iPhone 15 Pro,Returning User,Business,15.0,Social,English,True,True
REV-004679,2025-08-01,1,"After the latest update, the app crashes on startup. Kindly check asap.",Android,3.0.1,Singapore,Singapore,Google Pixel 8,Returning User,Free,13.0,Referral,English,False,True
REV-004680,2026-05-07,4,"Honestly, great app and the interface is clean. The rest of the app is useful. Also, I receive duplicate notification messages.",iOS,3.4.0,India,Hyderabad,iPhone 15,Student,Free,12.0,Referral,English,False,
REV-004681,2026-06-04,4,I noticed that KYC status not updating. This should be clearer.,Android,3.4.0,Australia,Sydney,Nothing Phone 2,New User,Free,2.0,Referral,English,False,True
REV-004682,2025-07-20,4,"Honestly, app baar baar crash ho rahi hai after update. This should be clearer.",Web,3.0.0,India,Pune,Edge on Windows,Returning User,Free,19.0,Organic,Hinglish,False,True
REV-004683,2026-03-23,1,"FOR THE LAST FEW DAYS, PAYMENT FAILED BUT MONEY DEDUCTED. HOPE THE NEXT UPDATE RESOLVES IT.",Web,3.3.0,India,Bengaluru,Firefox on Linux,Student,Free,3.0,Referral,Informal English,True,True
REV-004684,2026-03-16,1,the app crashes on startup,Android,3.3.0,India,Hyderabad,OnePlus Nord,New User,Free,0.0,Paid Search,English,False,True
REV-004685,2026-06-29,5,"After the latest update, onboarding was simple. Please fix this.",Android,3.4.0,United States,New York,Nothing Phone 2,Returning User,Free,7.0,Organic,English,False,True
REV-004686,2025-11-23,3,"For the last few days, transaction alerts are useful. The rest of the app is useful. Also, I receive duplicate notification messages. Need a reliable solution.",Android,3.2.0,India,Chennai,OnePlus 12,Returning User,Free,12.0,Referral,English,False,True
REV-004687,2025-10-27,2,Please add team access and permissions. Please fix this.,iOS,3.1.1,United Arab Emirates,Abu Dhabi,iPhone 15,Power User,Free,36.0,Organic,English,False,True
REV-004688,2025-12-19,3,"I noticed that the app crashes on startup. The rest of the app is useful. Also, the latest version feels smooth and easy to use. Kindly check asap.",Android,3.2.1,Singapore,Singapore,Samsung Galaxy S23,Returning User,Free,15.0,Paid Search,English,False,True
REV-004689,2026-05-01,3,"Honestly, the transfer fee is too high.",Android,3.4.0,India,Delhi,Xiaomi Redmi Note 13,Returning User,Free,18.0,Organic,English,True,True
REV-004690,2026-03-14,4,"For the last few days, no relevant results appear in transaction history. Hope the next update resolves it...",Android,3.3.0,United States,San Francisco,Xiaomi Redmi Note 13,Power User,Free,34.0,Referral,English,False,True
REV-004691,2025-12-24,3,support ka reply late mila,Android,3.2.1,India,Chennai,Motorola Edge,New User,Free,3.0,Social,Hinglish,False,True
REV-004692,2025-10-07,3,"For the last few days, Would be useful if you added API access and bank integrations. Kindly check asap.",iOS,3.1.1,India,Delhi,iPhone 15 Pro,New User,Free,3.0,Social,English,False,True
REV-004693,2026-03-14,3,"  Honestly,  OTP  nahi aa raha, cannot log in.  ",Android,3.3.0,United Kingdom,London,Google Pixel 8,New User,Free,0.0,Paid Search,Hinglish,True,True
REV-004694,2026-05-01,2,"On my account, small order fee makes no sense. Kindly check asap.",Android,3.4.0,India,Mumbai,Google Pixel 8,Student,Free,0.0,Organic,English,False,True
REV-004695,2025-12-07,4,"the screen goes blank after the latest update. This happened while paying a bill. Also, support fixed my issue quickly. This should be clearer.",Android,3.2.1,India,Hyderabad,OnePlus 12,Power User,Premium,34.0,Organic,English,False,True
REV-004696,2026-03-04,2,"Honestly, payment failed but money deducted. Please fix this.",Android,3.3.0,United Arab Emirates,Abu Dhabi,Samsung Galaxy A54,Returning User,Free,14.0,Social,English,True,True
REV-004697,2025-12-07,4,"On my account, the latest version feels smooth and easy to use. Kindly check asap.",Web,3.2.1,Australia,Melbourne,Firefox on Linux,New User,Free,0.0,Referral,English,False,True
REV-004698,2025-12-26,3,there is lag during payment. Need a reliable solution.,iOS,3.2.1,India,Hyderabad,iPhone 15 Pro,Returning User,Free,22.0,Organic,English,False,True
REV-004699,2026-01-13,5,transaction status not updating,iOS,3.2.1,Singapore,Singapore,iPhone SE,Student,Premium,2.0,Referral,English,False,True
REV-004700,2026-03-30,5,"Since yesterday, OTP nahi aa raha, cannot log in. This should be clearer.",Android,3.3.0,India,Chennai,Nothing Phone 2,New User,Free,1.0,Social,Hinglish,False,True
REV-004701,2026-06-20,5,"For the last few days, payment failed but money deducted. Hope the next update resolves it.",iOS,3.4.0,United Kingdom,London,iPhone 15 Pro,New User,Free,0.0,Referral,English,True,True
REV-004702,2025-12-17,3,Need an option to add API access and bank integrations. Hope the next update resolves it.,Android,3.2.1,India,Ahmedabad,OnePlus Nord,Power User,Free,25.0,Referral,English,False,True
REV-004703,2025-11-21,1,"Since yesterday, there is lag during payment. It worked fine last week. Also, the refund arrived much faster than expected. Please fix this.",Android,3.2.0,United Kingdom,London,OnePlus 12,New User,Free,2.0,Referral,English,False,True
REV-004704,2025-11-30,1,"Honestly, payment pending hai aur money deducted. Kindly check asap.",iOS,3.2.0,Australia,Melbourne,iPhone 15,Returning User,Free,6.0,Paid Search,Hinglish,True,True
REV-004705,2025-08-23,4,"Honestly, no relevant results appear in transaction history. Need a reliable solution.",iOS,3.0.1,United Kingdom,Manchester,iPhone 13,Power User,Premium,40.0,Organic,English,False,True
REV-004706,2025-11-01,4,"For the last few days, support fixed my issue quickly. This should be clearer.",iOS,3.2.0,India,Bengaluru,iPhone 15,Returning User,Free,22.0,Organic,English,False,True
REV-004707,2025-08-05,2,profile details cannot be edited,Android,3.0.1,United Kingdom,London,Xiaomi Redmi Note 13,New User,Free,0.0,Social,English,False,True
REV-004708,2025-12-13,1,"On my account, support ka reply late mila. Need a reliable solution.",Android,3.2.1,India,Pune,Samsung Galaxy S23,Student,Free,5.0,Referral,Hinglish,True,True
REV-004709,2025-09-05,1,"Honestly, the app crashes on startup. Hope the next update resolves it.",iOS,3.1.0,India,Ahmedabad,iPhone SE,Power User,Premium,23.0,Organic,English,False,True
REV-004710,2025-11-22,1,"For the last few days, there is an unexpected charge on my statement. Kindly check asap.",iOS,3.2.0,Australia,Sydney,iPhone 14,Power User,Free,31.0,Referral,English,True,True
REV-004711,2026-04-07,3,"For the last few days, subscription pricing changed unexpectedly.",Android,3.3.1,India,Pune,OnePlus Nord,Returning User,Free,21.0,Organic,English,False,False
REV-004712,2025-10-08,5,I noticed that onboarding was simple. Kindly check asap.,Android,3.1.1,India,Jaipur,Xiaomi Redmi Note 13,Returning User,Business,12.0,Organic,English,False,True
REV-004713,2026-02-16,2,Please add a one-tap reorder option for bill payments,iOS,3.2.2,United States,New York,iPhone 14,New User,Premium,1.0,Paid Search,English,False,True
REV-004714,2026-05-15,1,I noticed that KYC status not updating. Hope the next update resolves it.,Android,3.4.0,United Arab Emirates,Abu Dhabi,Google Pixel 8,Returning User,Free,13.0,Referral,English,True,True
REV-004715,2026-01-30,4,Can you add a budgeting dashboard with spending categories,Android,3.2.2,India,Ahmedabad,Samsung Galaxy S23,Returning User,Free,7.0,Social,English,False,True
REV-004716,2025-09-15,2,I noticed that support ka reply late mila.,iOS,3.1.0,India,Hyderabad,iPhone SE,Returning User,Free,8.0,Referral,Hinglish,True,True
REV-004717,2025-11-22,4,"On my account, charges bahut high hain for this transfer. Hope the next update resolves it.",iOS,3.2.0,Australia,Melbourne,iPhone 15 Pro,Power User,Premium,30.0,Organic,Hinglish,False,True
REV-004718,2026-02-08,2,the transfer is still payment pending,iOS,3.2.2,India,Jaipur,iPhone 14,Returning User,Premium,14.0,Organic,English,False,True
REV-004719,2026-01-06,3,the recipient was not credited,Android,3.2.1,India,Kolkata,OnePlus 12,Small Business,Business,27.0,Business Sales,English,True,True
REV-004720,2025-08-28,4,"On my account, charges bahut high hain for this transfer. Hope the next update resolves it.",Android,3.0.1,India,Bhopal,Samsung Galaxy S23,Small Business,Premium,20.0,Business Sales,Hinglish,True,True
REV-004721,2025-12-18,2,"Since yesterday, transaction alerts are missing. Need a reliable solution.",Web,3.2.1,India,Bhopal,Chrome on macOS,Returning User,Free,21.0,Paid Search,English,False,True
REV-004722,2026-01-20,4,Need an option to add PDF statements. This should be clearer.,iOS,3.2.2,India,Hyderabad,iPhone 15,New User,Premium,2.0,Organic,English,False,True
REV-004723,2025-10-17,5,"payments are fast and reliable now. This is especially frustrating on a paid plan. Also, there are too many promotional alerts. Need a reliable solution.",Web,3.1.1,India,Chennai,Chrome on macOS,Returning User,Free,22.0,Paid Search,English,False,True
REV-004724,2026-02-16,2,"Honestly, device verification keeps repeating. Hope the next update resolves it.",iOS,3.2.2,United Kingdom,London,iPhone 15,Student,Free,12.0,Social,English,True,True
REV-004725,2025-07-29,4,this duplicate charge looks like fraud. Please fix this.,Web,3.0.0,India,Delhi,Safari on macOS,New User,Premium,3.0,Social,English,False,True
REV-004726,2025-11-19,4,I noticed that support fixed my issue quickly.,Android,3.2.0,India,Jaipur,OnePlus Nord,Small Business,Business,19.0,Business Sales,English,False,True
REV-004727,2026-04-11,3,Wish there was recurring transfers,Android,3.3.1,India,Pune,Samsung Galaxy A54,New User,Free,1.0,Social,English,False,True
REV-004728,2025-10-14,4,"Need an option to add personalized recommendations for spending. The rest of the app is useful. Also, excellent service and reliable transfers. Hope the next update resolves it.",Android,3.1.1,Australia,Sydney,Google Pixel 8,Returning User,Premium,19.0,Paid Search,English,False,True
REV-004729,2026-02-13,4,"Since yesterday, subscription pricing is unclear.",Android,3.2.2,India,Hyderabad,Nothing Phone 2,New User,Free,2.0,Paid Search,English,False,True
REV-004730,2025-12-09,5,"Since yesterday, OTP not received so I cannot log in. Kindly check asap.",iOS,3.2.1,India,Chennai,iPhone 14,Returning User,Free,13.0,Social,English,False,True
REV-004731,2025-11-11,2,"For the last few days, a cancellation fee appeared without warning. This should be clearer.",Web,3.2.0,India,Mumbai,Safari on macOS,Student,Free,0.0,Social,English,True,True
REV-004732,2026-05-22,4,the latest version feels smooth and easy to use,Android,3.4.0,India,Ahmedabad,Samsung Galaxy A54,New User,Free,3.0,Referral,English,False,True
REV-004733,2025-11-21,1,no relevant results appear in transaction history. Please fix this.,iOS,3.2.0,United Kingdom,London,iPhone 15 Pro,Student,Free,2.0,Referral,English,False,True
REV-004734,2025-10-03,5,card declined even though funds are available,iOS,3.1.1,United Kingdom,Manchester,iPhone 15,Small Business,Free,41.0,Partnership,English,False,True
REV-004735,2026-05-19,4,the update installation keeps failing,Android,3.4.0,India,Bengaluru,Samsung Galaxy A54,Returning User,Free,23.0,Referral,English,False,True
REV-004736,2026-03-19,1,"on my account, checkout failed during bill payment. hope the next update resolves it.",Android,3.3.0,Singapore,Singapore,Samsung Galaxy S23,Power User,Premium,43.0,Organic,Informal English,True,True
REV-004737,2026-03-06,2,"After the latest update, payment failed but money deducted. This should be clearer.",iOS,3.3.0,United States,San Francisco,iPhone 15 Pro,Returning User,Free,5.0,Referral,English,True,True
REV-004738,2025-07-21,3,I noticed that the payment notification arrived late. Need a reliable solution.,Android,3.0.0,United Arab Emirates,Abu Dhabi,Motorola Edge,Returning User,Free,6.0,Paid Search,English,False,True
REV-004739,2025-08-22,3,"On my account, support was unhelpful and sent a generic reply. This happened while paying a bill. Also, excellent service and reliable transfers. This should be clearer.",Android,3.0.1,India,Ahmedabad,Google Pixel 8,Student,Free,0.0,Referral,English,False,True
REV-004740,2026-02-25,3,"On my account, Wish there was PDF statements. Hope the next update resolves it.",iOS,3.2.2,United States,New York,iPhone 13,Small Business,Free,19.0,Business Sales,English,False,True
REV-004741,2025-09-22,1,"For the last few days, the ticket was closed before resolution.",iOS,3.1.0,India,Pune,iPhone 15 Pro,Small Business,Free,41.0,Business Sales,English,True,True
REV-004742,2025-09-29,2,my account blocked without an explanation. pls fix this.,Android,3.1.0,India,Hyderabad,Motorola Edge,Returning User,Free,4.0,Referral,Informal English,False,True
REV-004743,2026-03-31,1,"For the last few days, document upload has a UI bug. Kindly check asap.",Android,3.3.0,United Kingdom,London,Samsung Galaxy A54,Returning User,Free,14.0,Referral,English,False,True
REV-004744,2025-10-27,2,KYC status not updating,iOS,3.1.1,India,Kolkata,iPhone 13,New User,Free,3.0,Organic,English,False,True
